        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_quad0_tx_ts[14]           IN         ethernet_0_quad0_tx_ts[14]_ipin                          Fixed   i_user_02_09_lut_06[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc6.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[13]           IN         ethernet_0_quad0_tx_ts[13]_ipin                          Fixed   i_user_02_09_lut_06[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc5.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[12]           IN         ethernet_0_quad0_tx_ts[12]_ipin                          Fixed   i_user_02_09_lut_06[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc3.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[11]           IN         ethernet_0_quad0_tx_ts[11]_ipin                          Fixed   i_user_02_09_lut_06[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc2.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[10]           IN         ethernet_0_quad0_tx_ts[10]_ipin                          Fixed   i_user_02_09_lut_06[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc1.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[9]            IN         ethernet_0_quad0_tx_ts[9]_ipin                           Fixed   i_user_02_09_lut_06[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc0.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[8]            IN         ethernet_0_quad0_tx_ts[8]_ipin                           Fixed   i_user_02_09_lut_05[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc26.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[7]            IN         ethernet_0_quad0_tx_ts[7]_ipin                           Fixed   i_user_02_09_lut_05[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc25.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[6]            IN         ethernet_0_quad0_tx_ts[6]_ipin                           Fixed   i_user_02_09_lut_05[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc24.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[5]            IN         ethernet_0_quad0_tx_ts[5]_ipin                           Fixed   i_user_02_09_lut_05[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc23.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[4]            IN         ethernet_0_quad0_tx_ts[4]_ipin                           Fixed   i_user_02_09_lut_05[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc21.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[3]            IN         ethernet_0_quad0_tx_ts[3]_ipin                           Fixed   i_user_02_09_lut_05[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc20.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[2]            IN         ethernet_0_quad0_tx_ts[2]_ipin                           Fixed   i_user_02_09_lut_05[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc19.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[1]            IN         ethernet_0_quad0_tx_ts[1]_ipin                           Fixed   i_user_02_09_lut_05[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc18.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[0]            IN         ethernet_0_quad0_tx_ts[0]_ipin                           Fixed   i_user_02_09_lut_05[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile5.sg.slc16.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_peer_delay_val[3]   OUT        ethernet_0_quad0_peer_delay_val[3]_opin                  Fixed   o_user_02_09_lut_10[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc11.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay_val[2]   OUT        ethernet_0_quad0_peer_delay_val[2]_opin                  Fixed   o_user_02_09_lut_10[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc10.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay_val[1]   OUT        ethernet_0_quad0_peer_delay_val[1]_opin                  Fixed   o_user_02_09_lut_10[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc9.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay_val[0]   OUT        ethernet_0_quad0_peer_delay_val[0]_opin                  Fixed   o_user_02_09_lut_10[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc8.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[119]     OUT        ethernet_0_quad0_peer_delay[119]_opin                    Fixed   o_user_02_09_lut_13[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc21.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[118]     OUT        ethernet_0_quad0_peer_delay[118]_opin                    Fixed   o_user_02_09_lut_13[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc20.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[117]     OUT        ethernet_0_quad0_peer_delay[117]_opin                    Fixed   o_user_02_09_lut_13[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc18.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[116]     OUT        ethernet_0_quad0_peer_delay[116]_opin                    Fixed   o_user_02_09_lut_13[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc17.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[115]     OUT        ethernet_0_quad0_peer_delay[115]_opin                    Fixed   o_user_02_09_lut_13[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc16.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[114]     OUT        ethernet_0_quad0_peer_delay[114]_opin                    Fixed   o_user_02_09_lut_13[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc15.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[113]     OUT        ethernet_0_quad0_peer_delay[113]_opin                    Fixed   o_user_02_09_lut_13[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc13.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[112]     OUT        ethernet_0_quad0_peer_delay[112]_opin                    Fixed   o_user_02_09_lut_13[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc12.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[111]     OUT        ethernet_0_quad0_peer_delay[111]_opin                    Fixed   o_user_02_09_lut_13[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc11.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[110]     OUT        ethernet_0_quad0_peer_delay[110]_opin                    Fixed   o_user_02_09_lut_13[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc10.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[109]     OUT        ethernet_0_quad0_peer_delay[109]_opin                    Fixed   o_user_02_09_lut_13[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc8.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[108]     OUT        ethernet_0_quad0_peer_delay[108]_opin                    Fixed   o_user_02_09_lut_13[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc7.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[107]     OUT        ethernet_0_quad0_peer_delay[107]_opin                    Fixed   o_user_02_09_lut_13[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc6.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[106]     OUT        ethernet_0_quad0_peer_delay[106]_opin                    Fixed   o_user_02_09_lut_13[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc5.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[105]     OUT        ethernet_0_quad0_peer_delay[105]_opin                    Fixed   o_user_02_09_lut_13[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc3.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[104]     OUT        ethernet_0_quad0_peer_delay[104]_opin                    Fixed   o_user_02_09_lut_13[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc2.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[103]     OUT        ethernet_0_quad0_peer_delay[103]_opin                    Fixed   o_user_02_09_lut_13[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc1.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[102]     OUT        ethernet_0_quad0_peer_delay[102]_opin                    Fixed   o_user_02_09_lut_13[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile13.sg.slc0.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[101]     OUT        ethernet_0_quad0_peer_delay[101]_opin                    Fixed   o_user_02_09_lut_12[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc26.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[100]     OUT        ethernet_0_quad0_peer_delay[100]_opin                    Fixed   o_user_02_09_lut_12[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc25.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[99]      OUT        ethernet_0_quad0_peer_delay[99]_opin                     Fixed   o_user_02_09_lut_12[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc24.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[98]      OUT        ethernet_0_quad0_peer_delay[98]_opin                     Fixed   o_user_02_09_lut_12[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc23.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[97]      OUT        ethernet_0_quad0_peer_delay[97]_opin                     Fixed   o_user_02_09_lut_12[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc21.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[96]      OUT        ethernet_0_quad0_peer_delay[96]_opin                     Fixed   o_user_02_09_lut_12[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc20.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[95]      OUT        ethernet_0_quad0_peer_delay[95]_opin                     Fixed   o_user_02_09_lut_12[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc19.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[94]      OUT        ethernet_0_quad0_peer_delay[94]_opin                     Fixed   o_user_02_09_lut_12[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc18.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[93]      OUT        ethernet_0_quad0_peer_delay[93]_opin                     Fixed   o_user_02_09_lut_12[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc16.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[92]      OUT        ethernet_0_quad0_peer_delay[92]_opin                     Fixed   o_user_02_09_lut_12[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc15.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[91]      OUT        ethernet_0_quad0_peer_delay[91]_opin                     Fixed   o_user_02_09_lut_12[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc14.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[90]      OUT        ethernet_0_quad0_peer_delay[90]_opin                     Fixed   o_user_02_09_lut_12[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc13.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[89]      OUT        ethernet_0_quad0_peer_delay[89]_opin                     Fixed   o_user_02_09_lut_12[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc12.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[88]      OUT        ethernet_0_quad0_peer_delay[88]_opin                     Fixed   o_user_02_09_lut_12[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc10.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[87]      OUT        ethernet_0_quad0_peer_delay[87]_opin                     Fixed   o_user_02_09_lut_12[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc9.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[86]      OUT        ethernet_0_quad0_peer_delay[86]_opin                     Fixed   o_user_02_09_lut_12[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc8.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[85]      OUT        ethernet_0_quad0_peer_delay[85]_opin                     Fixed   o_user_02_09_lut_12[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc7.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[84]      OUT        ethernet_0_quad0_peer_delay[84]_opin                     Fixed   o_user_02_09_lut_12[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc5.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[83]      OUT        ethernet_0_quad0_peer_delay[83]_opin                     Fixed   o_user_02_09_lut_12[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc4.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[82]      OUT        ethernet_0_quad0_peer_delay[82]_opin                     Fixed   o_user_02_09_lut_12[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc3.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[81]      OUT        ethernet_0_quad0_peer_delay[81]_opin                     Fixed   o_user_02_09_lut_12[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc2.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[80]      OUT        ethernet_0_quad0_peer_delay[80]_opin                     Fixed   o_user_02_09_lut_12[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc0.opin                    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[79]      OUT        ethernet_0_quad0_peer_delay[79]_opin                     Fixed   o_user_02_09_lut_11[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile11.sg.slc27.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[78]      OUT        ethernet_0_quad0_peer_delay[78]_opin                     Fixed   o_user_02_09_lut_11[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile11.sg.slc26.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[77]      OUT        ethernet_0_quad0_peer_delay[77]_opin                     Fixed   o_user_02_09_lut_11[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile11.sg.slc25.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[76]      OUT        ethernet_0_quad0_peer_delay[76]_opin                     Fixed   o_user_02_09_lut_11[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile11.sg.slc23.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[75]      OUT        ethernet_0_quad0_peer_delay[75]_opin                     Fixed   o_user_02_09_lut_11[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile11.sg.slc22.opin                   No          ---                                   ---                    
